Area,Location,Rent (RM/month),Headline,Link
Kuala Lumpur,Maluri,850,Master room FREE DEPO for rent  with private 🛁 bathroom,https://my.roomz.asia/891175
Kuala Lumpur,Kuala Lumpur,850,Ready To Move In!! New Co-Living Space Near To Quill City Mall @ KL,https://my.roomz.asia/891169
Kuala Lumpur,Pudu,850,Free Depo near To Quill City Mall @ KL with private 🛁 bathroom,https://my.roomz.asia/891165
Kuala Lumpur,Sri Petaling,400,Huge Middle room for rent at Sri Petaling,https://my.roomz.asia/891164
Kuala Lumpur,Sentul,800,Middle room for rent at Rica Residence Sentul prefer  👩female,https://my.roomz.asia/891158
Kuala Lumpur,Sentul,950,Master room for rent at Rica Residence Sentul with private 🛁bathroom prefer  👩female,https://my.roomz.asia/891154
Kuala Lumpur,Setapak,700,ALL FEMALE BALCONY ROOM FOR RENT IN DANAU KOTA SUITE ,https://my.roomz.asia/891129
Kuala Lumpur,Setapak,650,	FREE Utilities Medium Room for Rent in SEASONS GARDEN WANGSA,https://my.roomz.asia/891118
Kuala Lumpur,KL City Center,650,💖💖💖Free Utilities 3mins to KL City Center 💖💖💖Fully Furnished Medium room at Platinum Splendor Residensi Semarak,https://my.roomz.asia/884048
Kuala Lumpur,KL City Center,680,💖💖💖Free Utilities 3mins to KL City Center 💖💖💖Fully Furnished Medium room at Platinum Splendor Residensi Semarak,https://my.roomz.asia/880822
Kuala Lumpur,KL City Center,780,💖💖💖Super Comfy Near KL City Centre💖💖💖 Fully Furnished Balcony room at Platinum Splendor Residensi Semarak,https://my.roomz.asia/880823
Kuala Lumpur,KLCC,900,💖💖💖Super Comfy 💖💖💖 Fully Furnished Master Room@ Platinum Splendor Residensi with Private 🛁Bathroom,https://my.roomz.asia/880821
Kuala Lumpur,Wangsa Maju,600,Single room for rent at PV21 Condominium,https://my.roomz.asia/890490
Kuala Lumpur,Danau Kota,650,Single room for rent at PV20 Platinum Lake Condominium,https://my.roomz.asia/890391
Kuala Lumpur,Danau Kota,600,Small room for rent at PV20 Platinum Lake Condominium,https://my.roomz.asia/890387
Kuala Lumpur,Maluri,1000,Single room for rent at Amaya Maluri Service Apartment,https://my.roomz.asia/827317
Kuala Lumpur,Chow Kit,750,Single room for rent at Bistari Condominium,https://my.roomz.asia/891058
Kuala Lumpur,Chow Kit,650,⚠Please Alert⚠!!! Rent Room with 🪑Fully Furnished at PWTC Area!! 🌠Come Together With Free Maintenance💯!! LRT PWTC Station🚄,https://my.roomz.asia/891057
Kuala Lumpur,Taman Melati,550,PV3 Condo (Rooms For Rent) @ LRT Taman Melati,https://my.roomz.asia/808761
Selangor,Bandar Utama,500,"🏡 Middle room for rent at Bandar Utama Nearby 1 Utama, 🚇MRT Station, 🏢Centre Point, First City College",https://my.roomz.asia/805890
Selangor,Taman Mayang,500,"🔥( HOT DEALS ) Single room for rent at SS25 @ Taman Mayang, Petaling Jaya with ✨Weekly Cleaning ",https://my.roomz.asia/801803
Selangor,Bandar Utama,550,"🏡 Comfortable Middle room for rent at BU4, Bandar Utama with High Speed WI-FI 🏡",https://my.roomz.asia/803721
Selangor,Bandar Utama,550," 🔥🔥 ( BEST OFFER ) 100MBPS WI-FI ROOM RENT at BU3, Bandar Utama 📍 Weekly Cleaning Provided 🧹🧺",https://my.roomz.asia/803713
Selangor,Setia Alam,400,"✨FREE DEPOSIT!✨ Room For Rent at Setia Alam, Shah Alam Near Meru // Klang // Kapar",https://my.roomz.asia/836821
Selangor,Kota Damansara,600,🏡Middle Room for Rent Attached Bathroom Kota Damansara Walking distance Strand Mall,https://my.roomz.asia/810865
Selangor,Bandar Utama,550,🏡 Middle room for rent Bandar Utama Petaling Jaya 📍 ( BU 1 - 12 ) 👍❗❗,https://my.roomz.asia/809235
Selangor,Bandar Utama,510,Room for rent Bandar Utama PJ 🚇 Walking distance MRT Bandar Utama,https://my.roomz.asia/847827
Selangor,Kelana Jaya,550,NEW FURNITURE SPACIOUS Room for rent at Kelana Jaya 5 MINS TO LRT,https://my.roomz.asia/817923
Selangor,Bandar Puteri,365,"D'Kiara Dkiara @ Single Room @ Furnish, Lift @ Wawasan Bandar Puchong, Near LRT",https://my.roomz.asia/897502
Selangor,Bandar Puteri,512,"D'Kiara Dkiara @ Master ROOM @ Furnish, Lift @ Wawasan Bandar Puchong, Near LRT",https://my.roomz.asia/897501
Selangor,Subang Jaya,450,"SS15/2F SUBANG SINGLE ROOM //NEAR LRT ,INTI, ALFA COLLEGE //COMFORTABLE AREA// FROM RM450 ",https://my.roomz.asia/828390
Selangor,Bandar Sunway,450,Single room for rent at Jalan PJS 9/26,https://my.roomz.asia/828237
Selangor,Petaling Jaya,750,💒💒 Nice Room for long term rent at Sunway Mentari 💒💒,https://my.roomz.asia/893950
Selangor,Bandar Sunway,650,🔥🔥 Zero Deposit 🔥🔥  Single room at Sunway House-Waterfront Residence,https://my.roomz.asia/895900
Selangor,Petaling Jaya,750,Master room for rent at Sunway Mentari with private 🛁bathroom,https://my.roomz.asia/895494
Selangor,Petaling Jaya,850,Zero Deposit Single Room with Private Bathroom at Sunway Mentari,https://my.roomz.asia/895918
Selangor,Seri Kembangan,800,MASTER ROOM EAST LAKE SERI KEMBANGAN ( PRIVATE BATH ),https://my.roomz.asia/891054
Selangor,Petaling Jaya,700,5 STARS ROOMS !!! RENTAL room at Sunway Mentari area,https://my.roomz.asia/897494
Selangor,Petaling Jaya,700,Master room for rent at Sunway Mentari with private 🛁bathroom,https://my.roomz.asia/897493
Selangor,Bandar Sunway,650,Big Single Room with A/C for rent @ PJS 7 (Taylor’s / Sunway Students 👨‍🎓),https://my.roomz.asia/897491
Selangor,USJ ,600,"Luxury Fully Furnish Middle Room at The Edge Residence, UEP Subang Jaya, USJ1, USJ2, USJ5, USJ6, USJ11, SS14, SS15, SS18 Bandar Sunway",https://my.roomz.asia/794217
Selangor,Bandar Sunway,650,"Single Room at The Grand Subang Sofo, Subang Jaya, SS13, SS15, Bandar Sunway, USJ",https://my.roomz.asia/802896
Selangor,Bandar Puteri,550,[𝙕𝙀𝙍𝙊 𝘿𝙀𝙋𝙊𝙎𝙄𝙏] 🏡🏡 Landed House! TAMAN WAWASAN PUCHONG 😍😍,https://my.roomz.asia/817742
Selangor,Petaling Jaya,550,❣🅰ZERO DEPOSIT - Medium Room for Rent at Damansara Jaya | Atria |KDU |3 Damansara |Damansara Utama |Uptown |Starling Mall,https://my.roomz.asia/871786
Kuala Lumpur,Brickfields,1200,"Huge room (Last Room) for rent with A CLASS Value Added Services at KL Sentral, Brickfields !!!",https://my.roomz.asia/812190
Kuala Lumpur,KLCC,1300,"Huge Master Room for rent at Desa Kudalari Condominium Near Menara Citibank, KL Icon, Intermark & KLCC !!!",https://my.roomz.asia/829637
Kuala Lumpur,Taman Connaught,950,Master Room 3 Mins Walking to UCSI Taman Connaught,https://my.roomz.asia/891019
Kuala Lumpur,Taman Connaught,850,Room at Taman Connaught | 3 Mins Walking to UCSI,https://my.roomz.asia/891018
Kuala Lumpur,Taman Connaught,950,Master room for rent at Taman Connaught with private 🛁bathroom,https://my.roomz.asia/891017
Kuala Lumpur,KLCC,990,Room for rent at Sky Suites@KLCC,https://my.roomz.asia/875081
Kuala Lumpur,Taman Connaught,850,Master room for rent at Majestic Maxim with private 🛁bathroom,https://my.roomz.asia/890981
Kuala Lumpur,Desa Setapak,420,Middle room for rent at Desa Setapak,https://my.roomz.asia/890896
Kuala Lumpur,Sungai Besi,990,FREE Utilities - Master room for rent at The Vyne @ SUngai Besi Fully Furnished with Internet & Common Area Cleaning,https://my.roomz.asia/802182
Kuala Lumpur,Kuala Lumpur,880,"Ready to move in F/furnish Master room for rent, Danau Idaman with private 🛁bathroom",https://my.roomz.asia/890067
Kuala Lumpur,Kuala Lumpur,750,F/furnished Middle room for rent at D'Sands Residence,https://my.roomz.asia/890060
Kuala Lumpur,Kuala Lumpur,650,AVAILABLE AUG 2022 MOVE-IN ROOM IN SETAPAK,https://my.roomz.asia/890879
Kuala Lumpur,Danau Kota,700,All Female MASTER Room for Rent in SEASONS GARDEN WANGSA MAJU ,https://my.roomz.asia/890878
Kuala Lumpur,Bukit Jalil,550,Single room for rent at Casa Green Bukit Jalil near LRT,https://my.roomz.asia/881187
Kuala Lumpur,Bangsar South,950,Bangsar South/UM RM950 Middle room,https://my.roomz.asia/863868
Kuala Lumpur,Wangsa Maju,650,Single room for rent at The Hamilton,https://my.roomz.asia/890856
Kuala Lumpur,Sentul,600,Middle room for rent at Menara Klh Business Centre with private 🛁bathroom,https://my.roomz.asia/890855
Kuala Lumpur,Danau Kota,560,Middle room for rent at Residensi Platinum Teratai,https://my.roomz.asia/890854
Kuala Lumpur,Sentul,850,Middle room with balcony for rent at Sentul Point Suite Apartments prefer  👩female (muslim friendly) intake September 2022,https://my.roomz.asia/890851
Kuala Lumpur,Pandan Indah,650,Middle room for rent at Pandan Indah,https://my.roomz.asia/890850
Kuala Lumpur,Sentul,730,Middle room for rent at Sentul Point Suite Apartments prefer  👩female (muslim friendly) ,https://my.roomz.asia/890849
Kuala Lumpur,Taman Desa,650,You'll Like this Huge Bright Furnished Middle Room in Taman Desa near MidValley,https://my.roomz.asia/890847
Kuala Lumpur,Old Klang Road,850,Middle room for rent at Millerz Square Old Klang Road prefer  👩female,https://my.roomz.asia/890841
Kuala Lumpur,Old Klang Road,1250,Master room for rent at Millerz Square Old Klang Road prefer  👩female,https://my.roomz.asia/890840
Kuala Lumpur,Desa Setapak,450,Single room for rent at Menara Alpha Condominum,https://my.roomz.asia/890831
Selangor,SS15,500,Room for rent Subang Jaya 👣🚇 Walking distance LRT ⛳ near Ss14 // Ss18 Subang,https://my.roomz.asia/814999
Selangor,Bandar Utama,500,"✨✨ LIMITED OFFER!!! Single room for rent at Bu 12, Bandar Utama, PJ ✨✨ ",https://my.roomz.asia/816873
Selangor,Bandar Utama,500,🏡 Comfortable Room To Let At Bandar Utama free wifi & Fully Facilties!! 👍😀,https://my.roomz.asia/814758
Selangor,Bandar Sunway,950,Single room for rent at Nadayu28 Residences prefer  🎓student,https://my.roomz.asia/897490
Selangor,Bandar Sunway,700,Single room for rent at Nadayu28 Residences prefer  🎓student,https://my.roomz.asia/897489
Selangor,Subang Jaya,600,Usj13 Single Room For Rent (walking distance to Lrt station) ,https://my.roomz.asia/853196
Selangor,Subang Jaya,500,Single room for rent at Usj 13 with private 🛁bathroom - Walking distance to LRT station ,https://my.roomz.asia/876239
Selangor,Puncak Alam,550,Single room with Balcony For Rent in Puncak Alam,https://my.roomz.asia/887244
Selangor,Puncak Alam,550,Single room for rent at Jalan Eco Grandeur 3/2F,https://my.roomz.asia/861987
Selangor,Subang Jaya,649,📍8mins to Taylors College!😍Fully Furnished Single Room with Free Utilities for rent!,https://my.roomz.asia/890614
Selangor,Puchong Jaya,470,Middle room for rent at Koi Kinrara Suite with private 🛁bathroom prefer  👩female,https://my.roomz.asia/897487
Selangor,Bandar Sunway,650,👍NEWLY RENOVATED👍 Balcony Room with DRYER in Sunway near Pyramid,https://my.roomz.asia/841385
Selangor,Subang Jaya,580,👍NEWLY RENOVATED👍 Single Room with Dryer in USJ 1 near LRT/BRT,https://my.roomz.asia/840397
Selangor,Bandar Sunway,550,Single room for rent at Ridzuan Condominium,https://my.roomz.asia/863087
Selangor,Bandar Sunway,600,👍NEWLY RENOVATED👍 Deluxe Room with DRYER in Sunway near Pyramid,https://my.roomz.asia/841386
Selangor,Sungai Buloh,750,Middle room for rent at Sovo @ D'Sara Sentral,https://my.roomz.asia/888533
Selangor,Sungai Buloh,850,Master room for rent at Sovo @ D'Sara Sentral with private 🛁bathroom,https://my.roomz.asia/888534
Selangor,Bandar Bukit Tinggi ,950,Master room for rent at Bandar Bukit Tinggi 2 with private 🛁bathroom,https://my.roomz.asia/887604
Selangor,Petaling Jaya,750,Master room for rent at Suriamas Condominium with private 🛁bathroom (Female Unit),https://my.roomz.asia/886963
Selangor,Sungai Buloh,550,Single room for rent at Dsara Sentral Sdn Bhd,https://my.roomz.asia/886823
Selangor,Bukit Puchong,550,Low Deposit Middle room for rent at Koi Kinrara Suites,https://my.roomz.asia/881386
Selangor,Kota Damansara,900,Low Deposit Master room for rent at I RESIDENCE with private 🛁bathroom prefer  👩female,https://my.roomz.asia/881387
Selangor,Kota Damansara,600,LOW RENTAL Single room for rent at I RESIDENCE,https://my.roomz.asia/884660
Selangor,SS2,580,Middle room for rent at SS2 near SS1/ Sea Park/ Paramount,https://my.roomz.asia/821946
Selangor,SS15,500,🏡🏡 HOUSE NEAR TO 🏬INTI COLLEGE  ROOM FOR RENT @ SS15 NEAR INTI !! ,https://my.roomz.asia/827352
Kuala Lumpur,Cheras,450,Middle room for rent at Bandar Damai Perdana with private 🛁bathroom prefer  👩female,https://my.roomz.asia/890826
Kuala Lumpur,Danau Kota,550,AVAILABLE AUG 2022 MOVE-IN ROOM IN SETAPAK,https://my.roomz.asia/890823
Kuala Lumpur,Wangsa Maju,650,AVAILABLE AUG 2022 MOVE-IN ROOM IN SETAPAK,https://my.roomz.asia/890822
Kuala Lumpur,Danau Kota,650,FREE Utilities Medium Room for Rent in SEASONS GARDEN WANGSA,https://my.roomz.asia/890814
Kuala Lumpur,Wangsa Maju,650,💥【300M Walk to LRT 】💥The Hamilton Condo | Female Unit 🙋🏼‍♀️| LRT Link Bridge | 15min to KLCC 🏙| 15min to KL Central 🔥,https://my.roomz.asia/889707
Kuala Lumpur,Wangsa Maju,800,"【MUST VIEW】The Hamilton *LRT link Bridge ,Wangsa walk mall VERY CONVENIENCE / MEDIUM ROOM🟡🔵",https://my.roomz.asia/824044
Kuala Lumpur,Wangsa Maju,650,【MUST VIEW】🔥 SINGLE/ MEDIUM / BALCONY / SMALL ROOM RENTED NOW !!!! 100% NEW ,https://my.roomz.asia/830517
Kuala Lumpur,Kepong,1000,Middle Room with Private Balcony @ Unio Residence @ Kepong prefer  👩female,https://my.roomz.asia/890800
Kuala Lumpur,Kepong,1200,Master Room @ Unio Residence @ Kepong with Private 🛁Bathroom prefer  👩female,https://my.roomz.asia/890798
Kuala Lumpur,Titiwangsa Sentral,1100,Below Market Price📑! Good Price & Value! ⛱Comfort Location In Titiwangsa Area! Near To HKL!,https://my.roomz.asia/890792
Kuala Lumpur,Chow Kit,750,Rent The Right Rooms With Us👍🏻 ⚠Check This Out To End Your Misery👇🏻,https://my.roomz.asia/890786
Kuala Lumpur,Chow Kit,600,Rent The Right Rooms With Us👍🏻 ⚠Check This Out To End Your Misery👇🏻,https://my.roomz.asia/890780
Kuala Lumpur,TTDI,500,Single room for rent at Desa Kiara Condominium prefer  👩female,https://my.roomz.asia/890779
Kuala Lumpur,TTDI,650,Middle room for rent at Desa Kiara Condominium prefer  👩female,https://my.roomz.asia/890778
Kuala Lumpur,Brickfields,1000,ZERO DEPOSIT! Large room at Villa Scott Condominium- KL Sentral/ Brickfiels/ Midvalley,https://my.roomz.asia/820138
Kuala Lumpur,Brickfields,800,Middle room for rent at Villa Scott Condominium,https://my.roomz.asia/833921
Kuala Lumpur,Chow Kit,1100,Large room for rent at Regalia Suites Filtered Housemate,https://my.roomz.asia/873825
Kuala Lumpur,Kuala Lumpur,800,Master room for rent at Boulevard Serviced Apartment Jalan Kuching with private 🛁bathroom,https://my.roomz.asia/843674
Kuala Lumpur,Bangsar South,700,Single room for rent at Saville @ The Park Bangsar (TAKEN),https://my.roomz.asia/890726
Kuala Lumpur,Sungai Besi,650,Middle Room at Central Residence Kuchai Lama Sungai Besi RM650 ,https://my.roomz.asia/890719
Kuala Lumpur,Bangsar South,1000,Middle room for rent at Saville @ The Park Bangsar,https://my.roomz.asia/890707
Kuala Lumpur,Wangsa Maju,750,"[1 Month Deposit] Master Room with Aircond for rent at Seasons Garden Residence [Fully Furnished] Sri Rampai LRT, Setapak, Sri Rampai, Setiawangsa, Wangsa Maju",https://my.roomz.asia/836617
Kuala Lumpur,Bukit Jalil,600,Single room for rent at Arena Green Apartment,https://my.roomz.asia/882834
Kuala Lumpur,Danau Kota,650,AVAILABLE AUG 2022 MOVE-IN ROOM IN SETAPAK ,https://my.roomz.asia/890688
Kuala Lumpur,Wangsa Maju,800,[Must View] Luxury Medium room for rent at The Hamilton  (300m to Sri Rampai LRT),https://my.roomz.asia/814314
Selangor,Shah Alam,460,Second Month Only RM1 New Unit Single room for rent at Persiaran Setia Perdana,https://my.roomz.asia/856440
Selangor,Kota Damansara,630,💥[𝙕𝙀𝙍𝙊 𝘿𝙀𝙋𝙊𝙎𝙄𝙏]💥 Middle room for rent at Kota Damansara with 🧹Weekly Cleaning,https://my.roomz.asia/841428
Selangor,Shah Alam,500,Middle room for rent at Alam Impian Shah Alam. Free WiFi,https://my.roomz.asia/823023
Selangor,Bandar Sunway,1190,Middle room for rent at D'Latour Bandar Sunway,https://my.roomz.asia/884031
Selangor,Damansara Utama,600,Duplex room for rent at  with private 🛁bathroom,https://my.roomz.asia/831601
Selangor,Kelana Jaya,630,"💥💥 Middle room for rent at SS7, Kelana Jaya Nearby Paradigm Mall, SS4 & SS5",https://my.roomz.asia/829660
Selangor,SS2,550,Small Room for rent Sea Park 👣🚇 Walking distance LRT Taman Paramount,https://my.roomz.asia/807557
Selangor,Subang Jaya,750,Middle room for rent at Main Place Mall USJ,https://my.roomz.asia/897479
Selangor,Subang Jaya,750,Middle room for rent at Ss18,https://my.roomz.asia/887727
Selangor,Puchong Jaya,500,"Master room for rent at Puchong with private 🛁bathroom, near ioi mall , walking destine to LRT station ",https://my.roomz.asia/864286
Selangor,Bandar Kinrara,550,Landed House !! Middle room for rent at Bandar Kinrara Puchong,https://my.roomz.asia/806823
Selangor,Taman Tasik Prima,500,📍🏡 Great Location Room For Rent Taman Tasik Prima With Maintenance Services & Weekly Cleaning ,https://my.roomz.asia/807486
Selangor,Puchong Jaya,400,"🏡 Puchong jaya room , located jalan tempua , opposite ioi mall , near LRT station 🚉 ",https://my.roomz.asia/798548
Selangor,Seri Kembangan,600,Middle room for rent at Astetica Residences The Mines Seri Kembangan,https://my.roomz.asia/886151
Selangor,Petaling Jaya,500,"🔥 PROMOTION❗❗ Single room for rent at PJ 52 NEW TOWN📍, Petaling Jaya with Wi-FI (SS25/SS4D)",https://my.roomz.asia/807424
Selangor,Seri Kembangan,800,Queen room for rent at Akasa Residence / Akasa Cheras Selatan with private 🛁bathroom,https://my.roomz.asia/873904
Selangor,Kajang,450,Single room for rent at Lavender Residences,https://my.roomz.asia/820699
Selangor,Bandar Sri Damansara,380," 1 MONTH DEPOSIT SINGLE ROOM IN BANDAR SRI DAMANSARA,SD7, ATIVO PLAZA, DAMANSARA DAMAI, UNIQLO DA SQUARE, MCDONALD’S",https://my.roomz.asia/866620
Selangor,Bandar Sri Damansara,410,"1 MONTH DEPOSIT MEDIUM ROOM IN BANDAR SRI DAMANSARA,SD7, ATIVO PLAZA, SUNWAY SPK DAMANSARA , MAYBANK BARDAR SRI DAMANSARA , MENARA SRI DAMANSRA ",https://my.roomz.asia/866619
Selangor,Petaling Jaya,690,✨ 1Month Deposit at Bandar Sunway PJS 10 📍 Near 🚗 Sunway Mentari ❗❗ Sunway Prymaid / Subang / PJS 9,https://my.roomz.asia/805370
Selangor,Bandar Sunway,550,"🏡 Middle room for rent at PJS 9📍, Bandar Sunway ❗❗ // Room For Rent Subang Jaya, SS13,SS14,SS15,SS18",https://my.roomz.asia/805492
Selangor,Bandar Sunway,530,Zero Deposit 🟧🟨 Room for rent Bandar Sunway 🚍🚍,https://my.roomz.asia/805509
Selangor,Kelana Jaya,550,"( HOT SALES ) Affordable Living Room Rent at SS4D, Kelana Jaya with 24hrs Security & Free Maintenance",https://my.roomz.asia/809089
Selangor,Setia Alam,500,"Rm1 On Second Month Rental In Setia Alam, Nearby Forum 19, Eco Ardence & Top Glove Tower",https://my.roomz.asia/806534
Selangor,SS2,550,Premium Room with 100Mpbs WiFi in Ss2! (SS1/SS3/TUNKU),https://my.roomz.asia/803966
Kuala Lumpur,Bukit Jalil,650,(included utility) Medium room for rent at Bukit Jalil,https://my.roomz.asia/856033
Kuala Lumpur,Sungai Besi,550,FULLY FURNISHED Single Room for Rent at Damai Residence Sungai Besi,https://my.roomz.asia/881624
Kuala Lumpur,Titiwangsa Sentral,800,Titiwangsa Sentral Condo Middle room for rent at Titiwangsa Sentral Condominium Male Unit,https://my.roomz.asia/890621
Kuala Lumpur,Titiwangsa Sentral,600,The Vistana Residences Single room for rent at Titiwangsa Sentral prefer  👩female,https://my.roomz.asia/890620
Kuala Lumpur,Titiwangsa Sentral,800,Middle room for rent at Titiwangsa Sentral Condominium,https://my.roomz.asia/886512
Kuala Lumpur,Titiwangsa Sentral,1200,Master room for rent at Titiwangsa Sentral Condominium with private 🛁bathroom,https://my.roomz.asia/888297
Kuala Lumpur,Titiwangsa Sentral,950,Single room for rent at Titiwangsa Sentral Condo Near Hospital KL (HKL) and LRT Station,https://my.roomz.asia/888298
Kuala Lumpur,Titiwangsa Sentral,750,Middle room (Biggre Room) for rent at Titiwangsa Sentral prefer  👩female,https://my.roomz.asia/853874
Kuala Lumpur,Titiwangsa Sentral,1200,0.3 Km Walking Distance Near LRT And MRT Station In Titiwangsa Sentral Master room for rent at Titiwangsa Sentral with private 🛁bathroom ,https://my.roomz.asia/815603
Kuala Lumpur,Segambut,250,Middle room for rent at Boulevard Serviced Apartment prefer  👩female RM250 Per PAX!!,https://my.roomz.asia/890617
Kuala Lumpur,Maluri,1050,Master room for rent at Amaya Maluri Service Apartment,https://my.roomz.asia/841562
Kuala Lumpur,KLCC,1100,"Large room for rent at Desa Kudalari Condominium Near Menara Citibank, Intermark & KLCC !!!",https://my.roomz.asia/813425
Kuala Lumpur,Kuchai,550,Middle room for rent at Residensi Kuchaimas,https://my.roomz.asia/890610
Kuala Lumpur,Bangsar South,1200,Middle room for rent at KL Gateway Premium Residences prefer  👩female,https://my.roomz.asia/873167
Kuala Lumpur,KL City Center,650,"NICE Single Executive Room, Platinum Splendor Residensi Semarak",https://my.roomz.asia/883992
Kuala Lumpur,KL City Center,650,"NICE Executive Medium Room, Platinum Splendor Residensi Semarak",https://my.roomz.asia/883993
Kuala Lumpur,Setapak,780,Co-living hotel room for rent at Setapak with private 🛁bathroom,https://my.roomz.asia/886758
Kuala Lumpur,Titiwangsa Sentral,600,💥1min walking to LRT / MONORIAL / BUS STOP 💥TR Residence(New Condo) | ,https://my.roomz.asia/881961
Kuala Lumpur,Segambut,680,Middle room for rent at Sri Putramas 1 Condominium,https://my.roomz.asia/890525
Kuala Lumpur,KL City Center,850,"Master Room attached with 🛁 bathroom at Platinum Splendor Residensi Semarak @ KL City, Free WIFI+Utilities+Cleaning Service, Fully-Furnished, Near to Jalan Ampang & KLCC",https://my.roomz.asia/875831
Kuala Lumpur,Taman Desa,530,Single room for rent at Danau Idaman - Block C | condo,https://my.roomz.asia/890517
Kuala Lumpur,Taman Desa,880,Master room for rent at Danau Idaman - Block C | condo with private 🛁bathroom,https://my.roomz.asia/890516
Kuala Lumpur,Chow Kit,1000,Master room for rent at PWTC Bistari Service Apartment with private 🛁bathroom,https://my.roomz.asia/890170
Kuala Lumpur,Sentul,550,Low Deposit Middle room for rent at Zeta Deskye Sentul,https://my.roomz.asia/887646
Kuala Lumpur,Kuala Lumpur,530,Fully Furnished Single Bed room for rent With Aircond & Window at Danau Idaman - Block C | condo,https://my.roomz.asia/884983
Selangor,Petaling Jaya,680,Single Room For Rent @ Pacific Place Condo Ara Damansara,https://my.roomz.asia/890405
Selangor,Bandar Sunway,550,Female Unit Large Single Room for rent at Ridzuan Condo Bandar Sunway ,https://my.roomz.asia/857118
Selangor,Bandar Sunway,480,Female Unit Middle room for rent at Ridzuan Condominium ,https://my.roomz.asia/876504
Selangor,Bandar Sunway,440,Single room for rent at Ridzuan Condominium block A,https://my.roomz.asia/892730
Selangor,Bandar Utama,600,房间出租(Bandar Utama Petaling Jaya Selangor):,https://my.roomz.asia/839929
Selangor,Bandar Utama,600,房间出租(Bandar Utama Petaling Jaya Selangor):,https://my.roomz.asia/839927
Selangor,Bandar Utama,400,小房间/库房/ Small Room/ Store Room/ StoreRoom出租(Bandar Utama八打灵再也雪兰莪州):,https://my.roomz.asia/839920
Selangor,Bandar Utama,800,房间出租(Bandar Utama Petaling Jaya)：,https://my.roomz.asia/839917
Selangor,Bandar Utama,730,三层排屋Bandar Utama八打灵再也房间出租:,https://my.roomz.asia/839910
Selangor,Shah Alam,600,"⌛⌛ NEWLY RENOVATED, FURNISHED ROOM for rent at D’sara Sentral Sungai Buloh Shah Alam Damansara ",https://my.roomz.asia/888481
Selangor,Seksyen 14,490,"Fully Furnished AC Room at Section 14 near BAC, Jaya 33, Quill9, Asia Jaya",https://my.roomz.asia/804991
Selangor,Seksyen 14,670,"Attach Bath Full FurnishRoom with AC at Sec 14 near BAC, Jaya 33, Quill9, Asia Jaya LRT",https://my.roomz.asia/798063
Selangor,Shah Alam,950,Middle room for rent at I-Residence Condominium,https://my.roomz.asia/878077
Selangor,Bukit Rimau,550,Single room for rent at GEO Bukit Rimau Condominium,https://my.roomz.asia/897477
Selangor,Kota Kemuning,550,Single room for rent at Kota Kemuning,https://my.roomz.asia/897476
Selangor,Bandar Botanik,550,"Hot Deal ! Bandar Botanic Klang Near Bandar Puteri, Bukit Tinggi",https://my.roomz.asia/807878
Selangor,Puchong Jaya,500,"🌟🌟 Middle Room for Rent at Jalan Tempua, Bandar Puchong Jaya",https://my.roomz.asia/809354
Selangor,Bandar Puteri,500,"Last Promo . Taman Wawasan Puchong Near Bandar Puteri, Puchong Jaya",https://my.roomz.asia/809343
Selangor,Bandar Sunway,550,Zero Deposit 🌈 Bandar Sunway PJS Room for rent ⛳,https://my.roomz.asia/809347
Selangor,Kajang,500,Bilik sewa Kajang Sg Chua Master room dkt Seksyen 7 Bandar Baru Bangi 🛁bilik air sendiri   👩Perempuan ,https://my.roomz.asia/889804
Selangor,Selangor,400,ZERO DEPOSIT Bilik sewa perempuan non sharing ,https://my.roomz.asia/878736
Selangor,Selangor,500,Bilik sewa Kajang Bangi Perempuan saja,https://my.roomz.asia/877307
Selangor,Kajang,420,*ZERO DEPOSIT*Bilik sewa perempuan Kajang Bangi room for rent ,https://my.roomz.asia/866031
Selangor,Seri Kembangan,500,Middle room for rent at Silk Residence with WIFI (FEMALE),https://my.roomz.asia/884413
Selangor,Bandar Utama,500,"Low Deposit !⚡ Middle room for rent at BU 11, Bandar Utama Petaling Jaya Near Taman Sea / Kelana Jaya / Tropicana",https://my.roomz.asia/813540
Selangor,Petaling Jaya,700,Fully furnished female unit single room for rent 💁🏻‍♀️ ✨,https://my.roomz.asia/893646
Selangor,Ara Damansara,950,Master room for rent at Pacific Place @ Ara Damansara with private 🛁bathroom,https://my.roomz.asia/877614
Selangor,Ara Damansara,620,Middle room for rent at Pacific Place @ Ara Damansara,https://my.roomz.asia/877305
Selangor,Ara Damansara,570,Single room for rent at Pacific Place @ Ara Damansara,https://my.roomz.asia/877615
Selangor,Seksyen 17,500,Fully furnished single room aircond room for rent free cleaning at Section 17 Petaling Jaya prefer  👩female,https://my.roomz.asia/869059
Selangor,Kota Damansara,700,LOW DEPOSIT Middle room for rent at I RESIDENCE,https://my.roomz.asia/887229
Selangor,Bukit Puchong,500,Low Deposit Middle room for rent at Koi Kinrara Suites,https://my.roomz.asia/874643
Selangor,Subang Jaya,1099,Renovated Double Storey Landed House Fully Furnished Middle room With Aircond & Window for rent at Laman Putra Putra Mahkota,https://my.roomz.asia/896535
Selangor,Petaling Jaya,600,Ideal Hotel Room for rent in Kelana Jaya SS6 near Petaling Jaya/Subang Jaya,https://my.roomz.asia/897449
Selangor,Shah Alam,700,Middle room for rent at Residensi Hijauan (The Greens),https://my.roomz.asia/888735
